month,day_of_month,hour,outdoor_temperature,outdoor_humidity,wind_speed,wind_direction,diffuse_solar_radiation,direct_solar_radiation,air_temperature,air_humidity,people_occupant,htg_setpoint,clg_setpoint,co2_emission,HVAC_electricity_demand_rate,total_electricity_HVAC
1.0,2.0,20.0,-5.174198150634766,33.829917907714844,5.699999809265137,60.0,0.0,0.0,21.103931427001957,38.6566162109375,2.0,17.0,25.0,0.0,1559.979736328125,5629306.5
1.0,2.0,21.0,-5.468302249908447,33.165794372558594,4.599999904632568,60.0,0.0,0.0,20.36912727355957,39.59041595458984,0.0,19.0,23.25,0.0,5011.380859375,18243498.0
1.0,2.0,22.0,-5.384983539581299,33.86434555053711,4.099999904632568,70.0,0.0,0.0,19.821022033691406,40.51448059082031,0.0,17.0,25.0,0.0,1572.489501953125,5671858.5
1.0,2.0,23.0,-4.67589807510376,36.851470947265625,6.199999809265137,60.0,0.0,0.0,19.384790420532227,40.560325622558594,0.0,16.0,26.0,0.0,1446.5054931640625,5175531.0
1.0,3.0,0.0,-4.387298107147217,49.13541030883789,7.199999809265137,50.0,0.0,0.0,20.858617782592773,35.73170852661133,0.0,21.0,23.25,0.0,18482.25390625,66521548.0
1.0,3.0,1.0,-3.008822441101074,63.59361267089844,6.199999809265137,60.0,0.0,0.0,19.60101890563965,38.21672058105469,0.0,14.0,28.0,0.0,1241.2908935546875,4413246.0
1.0,3.0,2.0,-1.0821725130081177,73.86515808105469,5.699999809265137,70.0,0.0,0.0,19.104551315307617,39.1670036315918,0.0,18.0,24.0,0.0,3061.171875,11236622.0
1.0,3.0,3.0,2.157280921936035,87.00228118896484,10.800000190734863,90.0,0.0,0.0,20.19515991210937,35.854400634765625,0.0,21.0,23.25,0.0,16554.40625,59933748.0
1.0,3.0,4.0,3.679078578948975,77.96015167236328,12.399999618530272,90.0,0.0,0.0,20.9995231628418,33.63030242919922,0.0,21.0,23.25,0.0,10996.8779296875,39210148.0
1.0,3.0,5.0,3.352917194366455,94.94051361083984,11.300000190734863,90.0,0.0,0.0,19.748310089111328,36.2277717590332,0.0,18.0,24.0,0.0,282.35455322265625,1010223.25
1.0,3.0,6.0,5.297319889068604,92.94732666015624,12.399999618530272,90.0,0.0,0.0,20.9999942779541,33.487525939941406,0.0,21.0,23.25,0.0,12360.400390625,46201276.0
1.0,3.0,7.0,7.458624839782715,93.6120376586914,13.399999618530272,100.0,1.0,0.0,19.82657241821289,37.239166259765625,0.0,14.0,28.0,0.0,764.0883178710938,2751476.5
1.0,3.0,8.0,7.854381084442139,94.4602508544922,14.899999618530272,100.0,26.0,0.0,21.53679084777832,41.74234771728516,20.0,21.0,23.25,0.0,3479.34326171875,15009296.0
1.0,3.0,9.0,9.913503646850586,95.54020690917967,14.399999618530272,120.0,48.0,0.0,23.12704849243164,43.949703216552734,20.0,15.0,27.0,0.0,466.4038391113281,1750782.25
1.0,3.0,10.0,11.657816886901855,96.0548324584961,3.5999999046325684,110.0,64.0,0.0,23.249774932861328,45.89243316650391,20.0,21.0,23.25,0.0,671.75634765625,2795815.75
1.0,3.0,11.0,10.513059616088867,96.56217193603516,3.0999999046325684,10.0,68.0,0.0,24.6469669342041,49.059024810791016,16.0,12.0,30.0,0.0,235.9223175048828,937934.5625
1.0,3.0,12.0,10.002291679382324,95.83660888671876,6.699999809265137,60.0,77.0,0.0,24.94587516784668,48.54393005371094,8.0,17.0,25.0,0.0,212.71946716308597,872903.375
1.0,3.0,13.0,9.702600479125977,97.5140151977539,6.199999809265137,60.0,63.0,0.0,23.2507381439209,50.64630889892578,16.0,19.0,23.25,0.0,419.5271301269531,1604697.75
1.0,3.0,14.0,9.693109512329102,100.0,3.5999999046325684,80.0,43.0,0.0,23.998029708862305,51.49789047241211,20.0,18.0,24.0,0.0,118.29171752929688,771038.3125
1.0,3.0,15.0,9.986766815185549,100.0,3.5999999046325684,220.0,54.0,0.0,23.99884033203125,52.93865203857422,20.0,18.0,24.0,0.0,213.62628173828125,764361.0625
1.0,3.0,16.0,5.816987037658691,93.9297332763672,8.199999809265137,340.0,3.0,0.0,25.12108039855957,54.853633880615234,20.0,14.0,28.0,0.0,177.99588012695312,663776.75
1.0,3.0,17.0,6.739640712738037,90.3742218017578,6.699999809265137,290.0,0.0,0.0,23.249874114990234,49.95085906982422,20.0,19.0,23.25,0.0,387.1359252929688,1359961.5
1.0,3.0,18.0,8.510613441467285,87.16769409179688,6.199999809265137,270.0,0.0,0.0,23.25044250488281,51.13880157470703,10.0,21.0,23.25,0.0,86.14790344238281,310132.4375
1.0,3.0,19.0,8.85450267791748,87.83544921875,8.199999809265137,260.0,0.0,0.0,22.97298812866211,50.75006484985352,2.0,17.0,25.0,0.0,86.14790344238281,310132.4375
1.0,3.0,20.0,6.919871330261231,92.30252838134766,8.800000190734863,260.0,0.0,0.0,22.288055419921875,51.55886459350586,2.0,12.0,30.0,0.0,86.14790344238281,310132.4375
