Actual (kWh),Predicted (kWh),Error (kWh)
120.8,117.48316,3.316838073730466
114.9,116.87157,-1.9715667724609318
110.0,113.2143,-3.2143020629882812
111.0,109.749,1.2509994506835938
108.0,109.28421,-1.284210205078125
105.4,106.89719,-1.4971862792968693
101.8,103.9776,-2.177600097656253
102.0,101.606255,0.39374542236328125
102.9,100.680435,2.219564819335943
105.3,101.10032,4.199681091308591
111.8,103.22968,8.570317077636716
124.5,106.36281,18.137191772460938
123.7,118.45492,5.245082092285159
118.7,121.80684,-3.1068389892578097
120.2,126.428314,-6.228314208984372
120.0,133.7987,-13.7987060546875
120.1,135.52632,-15.426321411132818
120.6,135.52306,-14.923056030273443
125.1,136.15201,-11.05200805664063
129.4,136.14862,-6.748620605468744
134.4,134.96497,-0.5649658203124943
134.0,131.65952,2.340484619140625
135.0,127.312065,7.687934875488281
144.0,126.97141,17.028587341308594
144.0,135.64558,8.354415893554688
141.1,141.02742,0.07257995605468182
133.0,139.2086,-6.2086029052734375
133.9,130.41495,3.4850524902343807
130.5,130.0474,0.452606201171875
122.0,126.272675,-4.272674560546875
124.0,119.212326,4.7876739501953125
126.7,118.06353,8.636470031738284
129.8,120.768814,9.031185913085949
132.7,122.8965,9.803500366210926
122.8,124.56545,-1.7654525756835966
114.8,121.30154,-6.501536560058597
116.9,118.051575,-1.1515747070312443
115.5,117.44024,-1.9402389526367188
115.3,117.388824,-2.088824462890628
123.3,117.831024,5.468975830078122
127.2,121.47569,5.724307250976565
125.1,123.8488,1.2511993408203068
122.7,123.37546,-0.6754577636718722
123.7,121.76521,1.9347869873046903
125.5,121.30493,4.195068359375
125.8,121.22687,4.573132324218747
125.7,120.74613,4.953868103027347
124.8,119.487236,5.312763977050778
124.4,119.07888,5.321119689941412
124.2,118.02113,6.17886657714844
123.3,117.4907,5.809300231933591
125.6,117.13292,8.467080688476557
124.3,117.801926,6.49807434082031
121.7,117.95393,3.7460662841796903
123.1,117.098915,6.001084899902338
124.3,117.405136,6.89486389160156
121.7,117.86403,3.8359710693359403
120.0,116.63301,3.3669891357421875
125.3,115.493385,9.806614685058591
143.3,119.01571,24.284291076660168
143.1,134.0471,9.052896118164057
131.2,136.20062,-5.000622558593761
132.4,130.82793,1.5720733642578182
138.5,130.04938,8.45062255859375
140.6,129.97949,10.620507812499994
138.6,129.56569,9.034310913085932
134.8,127.937355,6.862644958496105
133.4,126.49307,6.906927490234381
133.2,125.571915,7.628085327148426
131.3,124.59696,6.703038024902355
131.2,123.786835,7.413165283203114
124.0,123.17654,0.8234634399414062
124.4,120.38585,4.014151000976568
127.3,120.70446,6.595539855957028
129.3,122.46492,6.835079956054699
132.1,123.89712,8.2028823852539
129.1,125.3649,3.7351013183593693
130.6,125.03111,5.568887329101557
132.0,125.079895,6.92010498046875
131.7,125.083916,6.61608428955077
131.0,125.447624,5.552375793457031
128.9,124.78988,4.110121154785162
118.4,123.48553,-5.085527038574213
105.8,119.32878,-13.52878112792969
102.5,112.68443,-10.184432983398438
100.9,108.42733,-7.527330017089838
100.7,106.882805,-6.182804870605466
94.5,106.82013,-12.32012939453125
100.0,104.06673,-4.0667266845703125
99.6,104.9826,-5.382597351074224
99.5,104.236916,-4.736915588378906
107.9,102.64848,5.251516723632818
121.9,105.58593,16.314070129394537
127.3,112.84261,14.457386779785153
132.4,115.71759,16.682409667968756
128.1,118.98286,9.117143249511713
123.0,118.024635,4.975364685058594
122.8,115.14557,7.654431152343747
121.9,114.41432,7.485678100585943
123.4,114.07984,9.320158386230474
123.1,115.37864,7.721360778808588
123.5,116.02144,7.4785614013671875
123.0,117.09832,5.901679992675781
117.7,116.630554,1.0694458007812528
116.7,114.076836,2.623164367675784
121.4,114.33864,7.061361694335943
124.2,117.71538,6.484622192382815
129.1,123.16151,5.938493347167963
133.3,126.124405,7.175595092773449
135.6,130.35875,5.241250610351557
136.7,131.3043,5.395693969726551
137.2,136.372,0.8280059814453011
132.4,132.71315,-0.3131500244140568
131.3,129.13515,2.164852905273449
132.1,125.9957,6.104302978515619
131.5,123.87479,7.625213623046875
133.4,122.428986,10.97101440429688
132.4,122.26341,10.136587524414068
134.5,122.09277,12.4072265625
136.6,122.44126,14.158738708496088
136.6,122.68314,13.916856384277338
137.3,122.06296,15.237042236328136
139.6,122.22172,17.378282165527338
135.9,123.047104,12.852896118164068
137.6,123.40652,14.1934829711914
134.8,122.746864,12.053135681152355
128.3,120.17923,8.120770263671886
125.2,117.50224,7.697756958007815
120.0,115.39933,4.600669860839844
120.0,112.71089,7.2891082763671875
120.9,113.14874,7.751257324218756
122.1,113.82072,8.279283142089838
120.0,114.913055,5.086944580078125
120.0,114.18091,5.819091796875
121.2,114.507576,6.692424011230472
128.0,115.48866,12.511337280273438
129.0,118.57939,10.420608520507812
130.5,119.37871,11.121292114257812
132.0,121.0658,10.934196472167969
128.0,122.1813,5.818702697753906
126.3,120.58401,5.715992736816403
126.0,119.186905,6.8130950927734375
125.4,118.38699,7.013006591796881
126.0,118.005196,7.994804382324219
124.5,118.12043,6.379570007324219
123.0,117.643715,5.356285095214844
123.0,116.8199,6.1800994873046875
123.6,116.38117,7.218827819824213
123.0,117.17725,5.822746276855469
120.7,116.98448,3.7155181884765653
123.9,116.063126,7.836874389648443
126.0,117.59445,8.405548095703125
126.9,119.347466,7.552534484863287
126.0,119.75252,6.2474822998046875
132.0,120.16408,11.835922241210938
139.8,125.801346,13.998654174804699
143.0,141.20993,1.790069580078125
143.8,141.20717,2.592831420898449
137.0,142.84668,-5.8466796875
130.1,136.02187,-5.921865844726568
123.5,127.2755,-3.7754974365234375
126.0,122.703224,3.2967758178710938
135.5,121.42004,14.079963684082031
143.8,123.70195,20.098049926757824
144.0,126.96565,17.034347534179688
144.0,128.30788,15.692123413085938
143.7,129.08536,14.614642333984364
140.7,131.81963,8.880374145507801
263.0,131.66235,131.337646484375
209.8,189.14397,20.656033325195324
197.7,185.70032,11.999682617187489
193.6,181.45836,12.141641235351557
167.5,173.16995,-5.669952392578125
140.4,153.81827,-13.41826782226562
135.0,143.33777,-8.3377685546875
124.8,132.95787,-8.15787048339844
121.4,130.8583,-9.45830688476562
116.8,127.581375,-10.781375122070315
115.9,123.986465,-8.086465454101557
120.8,120.74413,0.05586700439452841
114.1,119.24645,-5.146452331542974
112.7,115.514366,-2.814366149902341
122.0,114.19843,7.801567077636719
116.1,118.657906,-2.557905578613287
117.4,115.73881,1.6611923217773494
117.1,114.78818,2.3118225097656193
116.6,114.26084,2.339158630371088
116.3,113.07494,3.2250564575195284
118.0,112.106,5.8939971923828125
120.2,113.54132,6.658679199218753
119.9,115.32565,4.574346923828131
117.8,115.39073,2.4092681884765597
117.0,113.76829,3.2317123413085938
115.4,111.409294,3.990705871582037
115.2,110.615906,4.584094238281253
114.1,110.316536,3.783464050292963
114.0,109.50744,4.492561340332031
114.0,110.620926,3.3790740966796875
114.4,110.86803,3.531973266601568
114.0,110.99625,3.003753662109375
114.4,111.18547,3.214529418945318
117.0,113.10881,3.8911895751953125
118.6,115.687386,2.912614440917963
133.0,123.52263,9.477371215820312
128.2,150.3788,-22.178799438476574
128.9,150.65112,-21.751123046874994
130.7,151.59462,-20.894619750976574
126.0,147.1264,-21.12640380859375
145.1,137.51735,7.582650756835932
233.9,145.57979,88.3202117919922
191.0,191.15863,-0.15863037109375
204.8,175.42897,29.37102966308595
190.4,183.57182,6.828176879882818
131.4,174.0867,-42.68670043945312
139.7,151.89583,-12.195828247070324
195.3,150.9346,44.365399169921886
229.7,184.34152,45.358477783203114
208.7,197.99483,10.705172729492176
201.7,189.7722,11.927798461914051
200.5,176.45113,24.048873901367188
164.2,169.07182,-4.871823120117199
124.0,147.23872,-23.238723754882812
126.6,133.84286,-7.242864990234381
118.8,132.4968,-13.696795654296878
118.5,129.47311,-10.973114013671875
129.1,128.81377,0.2862335205078068
119.1,131.37451,-12.274511718750006
124.9,123.95322,0.9467834472656307
127.0,123.412964,3.5870361328125
120.9,124.97281,-4.072808837890619
117.3,124.997314,-7.697314453125003
117.3,123.774475,-6.474475097656253
124.0,122.396454,1.603546142578125
123.0,121.344444,1.6555557250976562
122.1,119.878525,2.221475219726557
122.9,118.372116,4.527883911132818
123.0,117.719,5.280998229980469
122.7,117.49214,5.20785827636719
122.5,117.306656,5.1933441162109375
119.5,116.27757,3.2224273681640625
117.3,114.10686,3.1931427001953097
116.9,112.51763,4.382368469238287
118.2,112.23185,5.968150329589847
117.8,112.96336,4.83663635253906
117.2,113.13184,4.068156433105472
116.8,114.09671,2.703289794921872
114.6,114.63049,-0.030493164062505684
114.0,114.03151,-0.0315093994140625
115.3,113.6153,1.684696960449216
111.7,114.037766,-2.3377655029296847
105.3,113.175476,-7.875476074218753
112.9,108.29357,4.606428527832037
104.8,126.04855,-21.248553466796878
104.7,116.3765,-11.676502990722653
105.0,110.78485,-5.78485107421875
104.5,108.161644,-3.6616439819335938
99.0,108.27471,-9.274711608886719
100.1,106.94067,-6.840666198730474
101.0,107.03809,-6.038093566894531
100.1,108.99697,-8.8969711303711
99.1,108.53884,-9.4388412475586
101.4,108.864845,-7.464845275878901
124.5,110.54484,13.955162048339844
205.7,116.65612,89.04387969970702
135.0,152.35413,-17.3541259765625
144.0,149.82526,-5.82525634765625
144.0,156.32951,-12.329513549804688
138.5,158.70444,-20.204437255859375
126.5,151.87015,-25.370147705078125
108.9,128.7042,-19.80419311523437
106.7,112.135376,-5.435375976562497
108.5,108.38424,0.11576080322265625
102.6,110.79056,-8.19055786132813
105.7,108.21806,-2.5180633544921847
107.7,109.58109,-1.8810928344726534
104.7,111.12058,-6.420582580566403
105.0,109.98035,-4.9803466796875
105.0,110.72954,-5.7295379638671875
105.2,110.90328,-5.703282165527341
106.3,111.64777,-5.347773742675784
105.0,111.478935,-6.478935241699219
105.1,110.279305,-5.179304504394537
105.0,111.50067,-6.50067138671875
105.0,110.94739,-5.9473876953125
104.7,111.23138,-6.531376647949216
101.5,110.204254,-8.704254150390625
100.3,107.677734,-7.377734375000003
96.9,106.88095,-9.98095092773437
98.2,105.01148,-6.811482238769528
99.1,105.7721,-6.672102355957037
99.0,105.731155,-6.7311553955078125
99.0,105.912605,-6.912605285644531
98.8,106.284584,-7.484584045410159
99.1,106.6772,-7.577200317382818
99.0,108.142044,-9.142044067382812
97.5,107.59275,-10.092750549316406
99.0,107.978134,-8.978134155273438
100.5,109.17893,-8.678932189941406
104.5,111.47765,-6.977653503417969
114.1,115.380844,-1.2808441162109432
104.8,129.1572,-24.357196044921878
106.1,120.470505,-14.370504760742193
109.6,119.63575,-10.035749816894537
112.8,120.508575,-7.708575439453128
137.2,123.54279,13.657206726074207
221.8,129.11388,92.68612365722657
193.3,151.3613,41.938702392578136
191.5,159.644,31.856002807617188
161.3,164.3876,-3.0876037597656136
130.2,151.29532,-21.095318603515636
131.3,134.18013,-2.880130004882801
143.1,130.71507,12.384927368164057
142.3,138.09332,4.206677246093761
142.1,145.36171,-3.261709594726568
142.9,148.35788,-5.457879638671869
142.0,149.52983,-7.5298309326171875
133.4,149.4149,-16.014901733398432
122.4,140.70435,-18.304345703124994
120.9,126.47109,-5.571092224121088
120.6,123.81828,-3.218283081054693
119.8,122.88805,-3.0880462646484403
118.8,120.089485,-1.289485168457034
118.0,123.16282,-5.162818908691406
114.4,122.99072,-8.590722656249994
115.6,117.841286,-2.241285705566412
115.7,118.10311,-2.403111267089841
114.2,118.279945,-4.079945373535153
117.0,116.83821,0.1617889404296875
114.8,118.51748,-3.7174789428710966
113.9,117.09053,-3.190530395507807
113.3,116.008095,-2.708094787597659
112.2,115.641235,-3.441235351562497
111.0,114.59465,-3.5946502685546875
111.3,113.94339,-2.643389892578128
110.7,113.331154,-2.6311538696289034
108.0,112.05171,-4.0517120361328125
107.9,110.50076,-2.6007629394531193
110.7,110.19243,0.5075714111328153
110.2,112.09791,-1.8979080200195284
108.6,110.45903,-1.8590301513671932
108.0,108.5958,-0.5958023071289062
108.3,109.02127,-0.7212707519531278
108.6,109.184975,-0.5849746704101619
106.5,108.94319,-2.4431915283203125
106.1,106.20681,-0.10680999755859943
108.4,106.98467,1.415327453613287
109.0,109.91694,-0.9169387817382812
121.5,111.58559,9.914413452148438
117.0,133.39426,-16.394256591796875
118.3,129.48238,-11.182376098632815
119.6,129.80986,-10.209860229492193
128.0,132.74826,-4.748260498046875
119.6,135.09293,-15.49292602539063
121.9,127.69881,-5.798806762695307
119.3,125.28071,-5.980708312988284
124.1,123.76713,0.33287200927733807
128.3,124.84416,3.455838012695324
125.3,126.29086,-0.9908630371093778
135.9,126.541565,9.358435058593756
183.5,131.9959,51.50410461425781
233.5,155.3422,78.15780639648438
160.1,186.09984,-25.999838256835943
144.0,170.55603,-26.5560302734375
144.0,158.42868,-14.428680419921875
143.6,153.99748,-10.397482299804693
122.7,154.17934,-31.47933654785156
118.6,133.40512,-14.80512084960938
118.8,125.887024,-7.087023925781253
119.1,126.58524,-7.485243225097662
120.1,128.6398,-8.53980102539063
120.7,129.138,-8.438000488281247
129.3,126.007034,3.292965698242199
131.5,126.34562,5.154380798339844
122.4,128.30168,-5.901681518554682
121.0,126.04124,-5.041236877441406
130.2,124.807816,5.392184448242176
128.8,126.71225,2.0877502441406364
128.2,125.44545,2.754550170898426
122.6,124.66966,-2.069662475585943
120.0,121.243454,-1.2434539794921875
120.0,118.7157,1.2843017578125
119.7,118.730576,0.9694244384765653
115.9,118.690155,-2.7901550292968693
116.0,117.26278,-1.2627792358398438
116.5,117.31605,-0.8160476684570312
116.6,117.40988,-0.8098815917968807
117.6,117.82251,-0.22250976562500568
120.0,118.251175,1.7488250732421875
119.4,118.97111,0.42889251708984943
118.2,119.12134,-0.9213378906249972
117.8,118.22866,-0.4286605834960966
119.6,117.40036,2.1996398925781193
119.5,118.749054,0.750946044921875
118.4,118.303566,0.09643402099609943
120.8,117.89249,2.907513427734372
129.3,119.99267,9.307331848144543
123.3,132.70259,-9.402590942382815
123.6,133.04694,-9.446936035156256
123.6,134.54208,-10.94208374023438
118.1,140.56934,-22.469335937500006
121.5,129.33867,-7.8386688232421875
125.8,127.5721,-1.7720977783203153
121.7,128.05853,-6.358532714843747
120.4,125.52241,-5.122407531738276
123.0,124.92141,-1.9214096069335938
122.9,124.92018,-2.020181274414057
122.5,124.68572,-2.1857223510742188
123.5,124.8241,-1.3240966796875
126.1,126.41349,-0.31349029541016193
120.7,127.22247,-6.522473144531247
122.5,125.52996,-3.0299606323242188
122.7,126.044044,-3.3440444946289034
126.0,126.78048,-0.7804794311523438
115.7,125.97203,-10.272030639648435
121.0,121.10766,-0.10765838623046875
127.7,124.4679,3.2320968627929716
133.0,127.9701,5.029899597167969
119.5,129.03209,-9.532089233398438
118.1,123.97994,-5.879942321777349
125.7,121.503654,4.196345520019534
126.1,119.7275,6.372499084472651
125.4,120.10896,5.291036987304693
123.8,119.511185,4.288815307617185
122.7,118.62761,4.072390747070315
123.2,118.113716,5.086283874511722
126.2,119.373535,6.826464843750003
126.2,121.74736,4.452639770507815
126.0,122.05951,3.94049072265625
124.6,121.521324,3.0786758422851506
125.5,121.167915,4.332084655761719
124.7,120.924515,3.7754852294921903
123.0,120.14788,2.8521194458007812
122.7,119.464165,3.235835266113284
122.8,119.51361,3.286389160156247
123.0,119.419495,3.58050537109375
121.5,119.67483,1.8251724243164062
122.9,119.523895,3.3761047363281307
123.3,120.697655,2.6023452758789034
122.1,120.750854,1.3491455078124943
120.4,120.654945,-0.25494537353515057
119.0,119.70892,-0.70892333984375
119.8,118.25815,1.5418518066406222
120.5,118.87964,1.620361328125
122.0,119.58369,2.4163131713867188
124.8,119.60713,5.192868041992185
121.5,122.10194,-0.6019363403320312
126.9,124.63303,2.2669662475585994
124.3,131.39178,-7.091784667968753
116.8,136.85995,-20.059954833984378
119.6,125.330284,-5.730284118652349
121.3,124.32282,-3.022822570800784
117.0,123.6583,-6.658302307128906
118.0,120.67129,-2.6712875366210938
120.5,120.721466,-0.221466064453125
118.7,122.0404,-3.340397644042966
119.1,120.97586,-1.8758605957031307
123.8,120.749115,3.050885009765622
119.9,120.19165,-0.2916503906249943
120.9,121.12306,-0.22306213378905682
120.6,121.136406,-0.5364059448242244
120.7,120.2173,0.48269958496094034
124.2,121.2512,2.9488021850585966
123.2,121.69403,1.5059692382812528
125.2,123.97452,1.2254821777343778
121.7,120.96623,0.7337677001953153
122.5,118.8479,3.652099609375
122.8,119.85671,2.9432876586914034
124.6,120.4219,4.178102111816401
123.4,121.936104,1.4638961791992244
116.6,122.10135,-5.501348876953131
105.8,118.163475,-12.363475036621097
106.3,109.89755,-3.597552490234378
106.6,111.6677,-5.067701721191412
107.1,110.30938,-3.2093795776367244
108.0,111.27284,-3.2728424072265625
108.5,111.53002,-3.0300216674804688
107.4,112.06476,-4.664758300781244
106.8,109.91602,-3.116023254394534
105.2,108.72217,-3.522167968749997
103.7,107.97138,-4.271382141113278
104.5,107.5455,-3.045501708984375
105.3,108.70481,-3.404811096191409
106.5,109.12737,-2.6273727416992188
107.4,110.844925,-3.444924926757807
110.5,111.46804,-0.9680404663085938
111.0,113.890564,-2.89056396484375
111.0,113.71491,-2.7149124145507812
109.0,114.802124,-5.8021240234375
108.3,112.598694,-4.298693847656253
112.5,112.75122,-0.251220703125
119.2,115.8837,3.316302490234378
128.3,121.520226,6.779774475097668
122.7,137.05423,-14.354229736328122
123.4,130.73195,-7.331948852539057
125.2,130.05565,-4.855648803710935
122.6,129.80577,-7.205770874023443
123.7,126.37437,-2.6743667602539034
127.9,127.403206,0.49679412841797443
121.2,127.59063,-6.390629577636716
120.0,125.948456,-5.948455810546875
120.4,124.81984,-4.419839477539057
118.8,125.31524,-6.515238952636722
127.1,124.37528,2.724717712402338
223.8,125.336876,98.46312408447267
192.2,156.42041,35.77958984374999
137.3,164.54617,-27.246173095703114
144.0,155.7707,-11.770706176757812
143.9,150.29791,-6.397912597656244
138.7,145.98363,-7.283627319335949
125.9,135.20337,-9.303369140624994
129.3,123.08505,6.214947509765636
134.1,122.400826,11.699174499511713
129.0,124.02751,4.9724884033203125
125.8,122.75444,3.0455596923828097
115.3,122.20722,-6.907221984863284
105.6,117.19051,-11.59051361083985
105.0,112.31355,-7.3135528564453125
105.0,110.67079,-5.6707916259765625
105.8,109.349434,-3.549433898925784
105.0,108.918434,-3.9184341430664062
107.1,107.572105,-0.47210540771484943
109.9,109.01749,0.8825134277343807
114.7,110.40761,4.29239196777344
120.2,112.99691,7.203089904785159
119.6,116.61986,2.980142211914057
120.0,115.79331,4.206687927246094
119.7,116.83192,2.8680831909179716
117.5,116.65462,0.8453826904296875
117.0,115.70747,1.2925262451171875
115.1,114.856415,0.24358520507811932
109.8,113.22089,-3.420886230468753
108.0,109.656555,-1.65655517578125
109.0,107.9645,1.0354995727539062
108.1,108.29402,-0.19402160644531818
108.6,107.85092,0.7490783691406193
111.0,108.075165,2.924835205078125
111.7,108.245346,3.4546539306640653
113.7,108.100815,5.599185180664065
120.4,108.53782,11.8621810913086
139.1,115.59772,23.502282714843744
140.6,130.10727,10.49273071289062
143.3,132.39114,10.908856201171886
144.0,133.68987,10.310134887695312
144.0,133.97702,10.022979736328125
143.3,134.95418,8.345822143554699
231.4,145.89977,85.50023498535157
198.9,198.37892,0.5210784912109432
168.0,187.69748,-19.697479248046875
141.0,170.19365,-29.193649291992188
140.2,161.89207,-21.69207458496095
141.1,140.13507,0.9649291992187443
143.9,137.56282,6.337179565429693
144.0,149.51436,-5.5143585205078125
142.5,155.75835,-13.258346557617188
212.1,156.65646,55.44353637695312
166.7,189.49522,-22.79522399902345
162.0,157.69812,4.3018798828125
148.6,142.71078,5.889215087890619
133.1,119.331474,13.768525695800776
129.5,129.82968,-0.329681396484375
123.7,130.04985,-6.349850463867185
115.7,128.15134,-12.451336669921872
117.2,124.25909,-7.059086608886716
121.6,122.89884,-1.298841857910162
128.6,122.13253,6.467469787597651
127.0,126.77138,0.2286224365234375
128.6,126.75143,1.8485733032226506
129.0,127.0982,1.9018020629882812
129.0,127.353615,1.6463851928710938
123.9,127.18977,-3.289773559570307
120.5,124.37755,-3.8775482177734375
122.7,122.59145,0.10854644775390909
125.0,122.98003,2.0199737548828125
128.5,124.01543,4.4845733642578125
126.9,124.99483,1.9051727294921932
124.8,124.3105,0.48949890136718466
120.0,122.47933,-2.4793319702148438
96.8,118.60957,-21.809573364257815
98.1,106.24747,-8.14746704101563
108.1,103.323044,4.776956176757807
115.7,110.09586,5.604136657714847
121.5,114.905174,6.594825744628906
112.0,117.51062,-5.5106201171875
105.2,112.38338,-7.18337707519531
106.1,108.49709,-2.3970932006835994
107.1,108.38973,-1.2897323608398494
111.0,108.58899,2.4110107421875
127.3,113.85884,13.441159057617185
116.5,132.37903,-15.8790283203125
100.8,132.46353,-31.663531494140628
98.5,123.750244,-25.250244140625
97.4,117.09566,-19.695657348632807
94.0,115.00325,-21.003250122070312
101.7,107.09071,-5.39071350097656
102.8,106.59937,-3.799372863769534
108.4,109.00012,-0.6001220703124943
116.1,112.43344,3.6665588378906193
117.0,118.12544,-1.1254425048828125
129.5,119.04419,10.455810546875
144.0,132.35481,11.645187377929688
144.0,141.31076,2.689239501953125
139.7,143.73515,-4.035153198242199
130.0,138.4073,-8.407302856445312
131.2,132.18327,-0.9832733154296989
117.4,128.9532,-11.553201293945307
110.6,123.34819,-12.748190307617193
122.6,117.45722,5.142778015136713
122.0,120.16508,1.8349227905273438
123.0,121.014595,1.9854049682617188
122.7,121.93783,0.7621719360351591
117.1,122.57988,-5.479879760742193
111.4,120.38736,-8.98735961914062
115.0,118.43611,-3.4361114501953125
117.7,119.82373,-2.123730468749997
117.1,121.74262,-4.642622375488287
114.9,121.55702,-6.657022094726557
112.1,119.93445,-7.834448242187506
111.0,117.8837,-6.883697509765625
111.2,117.04432,-5.844319152832028
109.6,116.99825,-7.398252868652349
109.3,115.953865,-6.653865051269534
108.6,115.1608,-6.560797119140631
107.0,114.06669,-7.066688537597656
104.5,112.83472,-8.334716796875
105.0,110.90223,-5.902229309082031
105.5,110.66439,-5.164390563964844
106.3,111.11848,-4.818476867675784
104.9,111.46876,-6.568757629394526
103.3,110.51057,-7.210566711425784
103.0,109.71857,-6.71856689453125
101.9,109.13994,-7.239938354492182
102.0,108.84834,-6.8483428955078125
102.0,108.65605,-6.6560516357421875
104.5,109.64038,-5.140380859375
106.9,110.811066,-3.9110656738281193
119.7,115.68288,4.01712341308594
115.5,129.18283,-13.682830810546875
108.9,124.19482,-15.294816589355463
112.9,123.34446,-10.4444595336914
115.8,123.553154,-7.753153991699222
127.8,123.55168,4.24831848144531
233.2,127.269104,105.93089599609374
133.4,160.01028,-26.61028442382812
144.0,137.95386,6.046142578125
141.9,138.62714,3.2728637695312557
124.4,132.77159,-8.371591186523432
136.6,126.251114,10.348886108398432
144.0,130.84418,13.15582275390625
199.4,135.44214,63.957861328125006
196.1,154.09138,42.00861511230468
199.5,157.16776,42.332244873046875
168.3,165.61302,2.686978149414074
165.3,144.74489,20.55511169433595
170.6,130.07968,40.52031860351562
174.6,123.40314,51.196862792968744
159.4,121.41628,37.98371734619141
154.0,114.08884,39.911163330078125
134.5,112.899536,21.6004638671875
128.0,115.53081,12.469192504882812
118.4,122.22899,-3.828988647460932
119.6,119.15966,0.44033966064452557
122.2,119.43375,2.766253662109378
120.0,120.5874,-0.58740234375
118.4,119.83251,-1.432511901855463
115.6,118.73252,-3.132521057128912
115.1,117.47778,-2.3777832031250057
114.0,116.42938,-2.42938232421875
111.1,115.11754,-4.017538452148443
111.0,112.7944,-1.794403076171875
111.1,111.77842,-0.6784194946289119
109.5,110.783936,-1.283935546875
110.2,109.43159,0.7684127807617216
109.5,109.677605,-0.17760467529296875
110.1,109.16719,0.9328094482421818
109.0,108.9057,0.09429931640625
108.5,108.88413,-0.38413238525390625
108.3,108.892456,-0.5924560546875028
107.1,109.332214,-2.2322143554687557
105.7,109.29841,-3.5984085083007784
106.0,109.51877,-3.518768310546875
105.1,109.63486,-4.534857177734381
105.0,107.77486,-2.7748565673828125
111.1,108.829956,2.2700439453124943
128.8,114.32884,14.471157836914074
122.8,129.8029,-7.00290222167969
120.8,121.564606,-0.7646057128906278
125.3,120.24602,5.05398254394531
141.5,122.31823,19.18177032470703
140.6,128.66415,11.93584594726562
139.4,128.15685,11.243154907226568
140.2,128.3529,11.847094726562489
142.2,128.0977,14.102297973632801
135.5,127.9512,7.548797607421875
133.8,125.230194,8.569805908203136
141.7,124.71472,16.98527832031249
144.0,130.85966,13.140335083007812
144.0,137.63513,6.3648681640625
144.0,140.08939,3.910614013671875
144.0,139.90198,4.0980224609375
144.0,140.1074,3.8925933837890625
138.7,138.00734,0.6926605224609261
121.9,130.91743,-9.017434692382807
105.9,120.621765,-14.721765136718744
94.2,113.73418,-19.534176635742185
95.3,108.14505,-12.845050048828128
96.5,104.61688,-8.11688232421875
92.0,103.427284,-11.427284240722656
91.2,100.00636,-8.80636291503906
92.4,97.69419,-5.294190979003901
90.3,96.02525,-5.72525329589844
94.5,95.624466,-1.1244659423828125
96.0,98.982605,-2.98260498046875
93.4,100.26013,-6.860131835937494
96.0,98.78562,-2.7856216430664062
96.0,99.18654,-3.1865386962890625
96.0,99.14851,-3.1485137939453125
95.9,99.05286,-3.1528564453124943
98.0,98.987236,-0.9872360229492188
99.3,100.23399,-0.9339935302734403
96.6,101.051094,-4.451094055175787
97.8,99.239174,-1.439173889160159
97.8,99.46515,-1.6651489257812528
96.2,99.25461,-3.054608154296872
98.5,98.83615,-0.336151123046875
99.3,100.39452,-1.0945236206054716
99.0,101.79505,-2.7950515747070312
98.8,101.60907,-2.809069824218753
98.7,102.26186,-3.561863708496091
99.3,102.38648,-3.086482238769534
100.4,102.86118,-2.4611831665039006
109.1,103.892555,5.207444763183588
123.6,110.97639,12.623612976074213
114.2,116.87134,-2.671337890624997
113.1,111.559586,1.5404144287109318
107.8,112.338264,-4.538264465332034
99.7,108.59339,-8.893391418457028
99.0,103.31751,-4.317512512207031
101.3,102.13382,-0.8338195800781278
104.5,102.64385,1.8561477661132812
107.2,104.830864,2.369136047363284
110.2,106.526115,3.673884582519534
109.4,107.970505,1.4294952392578182
108.5,108.235825,0.2641754150390625
111.2,107.936035,3.263964843750003
114.3,108.386986,5.913014221191403
119.5,111.27118,8.22882080078125
119.2,114.523125,4.676875305175784
120.5,114.43752,6.062477111816406
115.1,115.34815,-0.24815216064453693
107.6,113.24624,-5.646238708496099
114.5,108.95323,5.5467681884765625
111.2,112.09575,-0.8957489013671847
109.5,111.03179,-1.5317916870117188
109.8,110.42574,-0.6257431030273466
109.6,110.043564,-0.4435638427734432
108.0,110.00787,-2.00787353515625
108.0,109.42467,-1.4246673583984375
105.1,109.01768,-3.917677307128912
105.0,108.26557,-3.2655715942382812
105.1,108.59287,-3.492872619628912
104.9,109.92827,-5.028268432617182
105.0,108.78489,-3.7848892211914062
105.0,107.64112,-2.6411209106445312
104.3,107.39685,-3.096850585937503
103.3,106.593216,-3.2932159423828153
103.1,105.56082,-2.4608215332031307
104.4,105.06351,-0.6635070800781193
102.1,104.90223,-2.802229309082037
102.0,103.84087,-1.8408737182617188
102.0,104.242714,-2.2427139282226562
101.9,104.17455,-2.274552917480463
100.2,103.711205,-3.511204528808591
98.9,103.183464,-4.283464050292963
99.0,102.478516,-3.478515625
99.1,102.593735,-3.493734741210943
98.8,102.93466,-4.134661865234378
97.3,102.15345,-4.853450012207034
99.3,102.36624,-3.066241455078128
101.8,103.57894,-1.7789413452148466
102.3,104.34779,-2.0477935791015653
108.1,104.913086,3.1869140624999943
113.9,109.43156,4.468443298339849
118.6,112.05017,6.549829101562494
123.7,115.67239,8.027606201171878
126.1,117.5553,8.544702148437494
126.3,119.49428,6.805722045898435
